Dog Name,Adaptability,Adapts Well To Apartment Living,Good For Novice Dog Owners,Sensitivity Level,Tolerates Being Alone,Tolerates Cold Weather,Tolerates Hot Weather,All-around friendliness,Best Family Dogs,Kid-Friendly,Dog Friendly,Friendly Toward Strangers,Health And Grooming Needs,Shedding,Drooling Potential,Easy To Groom,General Health,Potential For Weight Gain,Size,Trainability,Easy To Train,Intelligence,Potential For Mouthiness,Prey Drive,Tendency To Bark Or Howl,Wanderlust Potential,Exercise needs,High Energy Level,Intensity,Exercise Needs,Potential For Playfulness,Officially Recognized,Temperament,Height,Weight,Life Expectancy,FeaturedImageURL,AdditionalImageURLs
Silky Terrier,3,5,3,3,3,1,4,3,4,3,2,3,3,2,1,4,4,3,1,4,4,4,2,5,4,3,4,4,4,3,4,Yes,friendly / quick / keenly alert,9-10 inches,around 10 pounds,13-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Silky Terrier/Silky Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Silky Terrier/Silky Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Silky Terrier/Silky Terrier-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Silky Terrier/Silky Terrier-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Silky Terrier/Silky Terrier-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Silky Terrier/Silky Terrier-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Silky Terrier/Silky Terrier-6.jpg
Skye Terrier,4,4,4,3,2,4,4,4,4,4,2,5,3,3,1,3,5,3,2,4,2,4,3,4,4,4,4,3,4,3,4,Yes,courageous / good-tempered / canny,10 inches (male),35-45 pounds (male),12-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Skye Terrier/Skye Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Skye Terrier/Skye Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Skye Terrier/Skye Terrier-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Skye Terrier/Skye Terrier-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Skye Terrier/Skye Terrier-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Skye Terrier/Skye Terrier-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Skye Terrier/Skye Terrier-6.jpg
Sloughi,3,4,2,4,3,2,3,4,5,5,4,3,3,3,1,5,3,2,4,3,3,4,3,5,2,3,4,5,3,5,3,Yes,reserved / graceful / noble,26-29 inches (male),40 -65  pounds,10-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Sloughi/Sloughi-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Sloughi/Sloughi-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Sloughi/Sloughi-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Sloughi/Sloughi-3.jpg
Slovakian Wirehaired Pointer,2,1,1,3,1,4,3,3,3,4,3,2,4,3,2,4,4,4,4,4,3,4,3,5,3,5,4,5,3,5,4,Yes,"Loyal, Intelligent, Active, Versatile",24.5-26.5 in (male),50-65 lbs,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovakian Wirehaired Pointer/Slovakian Wirehaired Pointer-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovakian Wirehaired Pointer/Slovakian Wirehaired Pointer-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovakian Wirehaired Pointer/Slovakian Wirehaired Pointer-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovakian Wirehaired Pointer/Slovakian Wirehaired Pointer-3.jpg
Slovensky Cuvac,2,1,1,3,2,5,2,3,4,4,2,1,4,4,3,2,4,4,5,4,2,4,3,4,3,5,4,4,3,4,4,Yes,alert / courageous / faithful,23-27.5 inches,68-97 pounds,11-13 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovensky Cuvac/Slovensky Cuvac-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovensky Cuvac/Slovensky Cuvac-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovensky Cuvac/Slovensky Cuvac-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovensky Cuvac/Slovensky Cuvac-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovensky Cuvac/Slovensky Cuvac-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovensky Cuvac/Slovensky Cuvac-5.jpg
Slovensky Kopov,2,1,1,3,2,3,3,2,3,3,1,1,4,2,3,4,4,4,4,4,3,4,5,5,5,4,4,4,4,5,4,Yes,alert / courageous / determined,16-20 inches,33-44 pounds,12-13 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovensky Kopov/Slovensky Kopov-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovensky Kopov/Slovensky Kopov-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovensky Kopov/Slovensky Kopov-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovensky Kopov/Slovensky Kopov-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovensky Kopov/Slovensky Kopov-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Slovensky Kopov/Slovensky Kopov-5.jpg
Small Munsterlander Pointer,3,1,2,3,4,5,3,5,5,5,5,4,3,3,1,3,5,3,3,4,5,5,3,5,3,4,5,4,5,5,4,No,"Friendly, Intelligent, Energetic",18-21 inches (male),35-60 pounds (male),12-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Small Munsterlander Pointer/Small Munsterlander Pointer-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Small Munsterlander Pointer/Small Munsterlander Pointer-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Small Munsterlander Pointer/Small Munsterlander Pointer-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Small Munsterlander Pointer/Small Munsterlander Pointer-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Small Munsterlander Pointer/Small Munsterlander Pointer-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Small Munsterlander Pointer/Small Munsterlander Pointer-5.jpg
Smooth Fox Terrier,3,3,3,3,3,3,4,4,4,4,3,3,2,2,1,2,4,2,2,4,5,5,3,5,3,3,5,5,5,5,5,Yes,independent / friendly / amusing,15½ inches,18 pounds (male),12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Smooth Fox Terrier/Smooth Fox Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Smooth Fox Terrier/Smooth Fox Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Smooth Fox Terrier/Smooth Fox Terrier-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Smooth Fox Terrier/Smooth Fox Terrier-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Smooth Fox Terrier/Smooth Fox Terrier-4.jpg
Soft Coated Wheaten Terrier,3,5,4,4,2,2,3,5,5,5,5,5,3,2,1,3,4,3,3,3,4,4,2,3,3,4,4,4,3,4,5,Yes,friendly / happy / deeply devoted,18-19 inches (male),35-40 pounds (male),12-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Soft Coated Wheaten Terrier/Soft Coated Wheaten Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Soft Coated Wheaten Terrier/Soft Coated Wheaten Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Soft Coated Wheaten Terrier/Soft Coated Wheaten Terrier-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Soft Coated Wheaten Terrier/Soft Coated Wheaten Terrier-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Soft Coated Wheaten Terrier/Soft Coated Wheaten Terrier-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Soft Coated Wheaten Terrier/Soft Coated Wheaten Terrier-5.jpg
Spanish Mastiff,3,2,1,3,3,4,3,3,4,4,2,2,3,3,2,3,4,3,5,2,2,4,2,1,1,2,3,3,2,3,4,Yes,intelligent / affectionate / kind,Minimum 28-35 inches,140-200 pounds,10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spanish Mastiff/Spanish Mastiff-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spanish Mastiff/Spanish Mastiff-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spanish Mastiff/Spanish Mastiff-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spanish Mastiff/Spanish Mastiff-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spanish Mastiff/Spanish Mastiff-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spanish Mastiff/Spanish Mastiff-5.jpg
Spanish Water Dog,3,2,3,3,1,4,4,4,4,4,3,3,4,3,2,5,4,4,3,4,4,5,3,4,3,4,4,5,3,5,4,Yes,Upbeat / Playful but also work-oriented / Very Active,17.5-19.75 inches (male),40-49 pounds (male),12-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spanish Water Dog/Spanish Water Dog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spanish Water Dog/Spanish Water Dog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spanish Water Dog/Spanish Water Dog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spanish Water Dog/Spanish Water Dog-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spanish Water Dog/Spanish Water Dog-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spanish Water Dog/Spanish Water Dog-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spanish Water Dog/Spanish Water Dog-6.jpg
Spinone Italiano,4,4,4,5,2,4,3,5,5,5,5,5,3,3,4,2,3,2,4,3,4,4,2,4,2,2,4,4,2,4,4,Yes,sociable / patient / docile,23-27 inches (male),In direct proportion to size and structure of a dog,10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spinone Italiano/Spinone Italiano-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spinone Italiano/Spinone Italiano-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spinone Italiano/Spinone Italiano-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spinone Italiano/Spinone Italiano-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spinone Italiano/Spinone Italiano-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Spinone Italiano/Spinone Italiano-5.jpg
Springador,3,2,3,4,1,4,4,3,4,3,3,3,3,1,2,4,4,4,4,4,5,5,2,4,3,4,4,4,3,4,4,No,"Friendly, Intelligent, Loyal, Energetic",18-24 inches,40-70 pounds,10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Springador/Springador-featured.jpg,
Springerdoodle,3,1,3,3,2,4,2,4,5,4,4,4,3,3,1,2,4,2,3,4,4,5,1,4,4,3,4,4,4,4,5,No,"Intelligent, Friendly, Energetic",18-22 inches,30-60 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Springerdoodle/Springerdoodle-featured.jpg,
Stabyhoun,3,2,3,4,3,2,2,4,5,5,4,3,3,3,1,3,5,3,3,4,5,5,1,4,3,3,4,3,4,4,5,Yes,intelligent / loving / responsive,19-21 inches,40-60 pounds,13-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Stabyhoun/Stabyhoun-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Stabyhoun/Stabyhoun-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Stabyhoun/Stabyhoun-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Stabyhoun/Stabyhoun-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Stabyhoun/Stabyhoun-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Stabyhoun/Stabyhoun-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Stabyhoun/Stabyhoun-6.jpg
Staffordshire Bull Terrier,2,3,1,4,2,3,1,4,5,5,1,5,3,3,3,5,3,4,2,3,2,3,2,2,3,4,4,3,3,4,5,Yes,clever / brave / tenacious,14-16 inches,28-38 pounds (male),12-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Staffordshire Bull Terrier/Staffordshire Bull Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Staffordshire Bull Terrier/Staffordshire Bull Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Staffordshire Bull Terrier/Staffordshire Bull Terrier-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Staffordshire Bull Terrier/Staffordshire Bull Terrier-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Staffordshire Bull Terrier/Staffordshire Bull Terrier-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Staffordshire Bull Terrier/Staffordshire Bull Terrier-5.jpg
Staffy Bull Bullmastiff,2,4,1,3,2,3,1,3,5,4,1,1,3,3,2,4,3,2,4,2,1,3,3,2,1,2,2,1,4,1,3,No,"Loyal, Protective, Affectionate",24-27 inches (male),90-130 pounds (male),8-10 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Staffy Bull Bullmastiff/Staffy Bull Bullmastiff-featured.jpg,
Standard Schnauzer,3,4,2,4,2,4,4,3,4,4,3,2,2,1,1,2,5,1,3,4,3,5,3,5,2,5,5,5,3,5,5,Yes,fearless / smart / spirited,18.5-19.5 inches (male),35-50 pounds (male),13-16 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Standard Schnauzer/Standard Schnauzer-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Standard Schnauzer/Standard Schnauzer-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Standard Schnauzer/Standard Schnauzer-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Standard Schnauzer/Standard Schnauzer-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Standard Schnauzer/Standard Schnauzer-4.jpg
Sussex Spaniel,4,5,5,5,1,5,5,5,5,5,5,5,3,3,1,4,4,5,2,3,3,5,2,1,4,1,2,2,1,2,4,Yes,friendly / merry / even-tempered,13-15 inches,35-45 pounds,13-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Sussex Spaniel/Sussex Spaniel-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Sussex Spaniel/Sussex Spaniel-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Sussex Spaniel/Sussex Spaniel-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Sussex Spaniel/Sussex Spaniel-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Sussex Spaniel/Sussex Spaniel-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Sussex Spaniel/Sussex Spaniel-5.jpg
Swedish Lapphund,3,2,2,4,2,5,2,4,4,4,4,4,3,4,2,2,3,2,3,4,4,5,4,2,4,2,4,3,4,3,4,Yes,intelligent / playful / lively,16-20 inches,30-45 pounds,12-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Swedish Lapphund/Swedish Lapphund-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Swedish Lapphund/Swedish Lapphund-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Swedish Lapphund/Swedish Lapphund-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Swedish Lapphund/Swedish Lapphund-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Swedish Lapphund/Swedish Lapphund-4.jpg
Swedish Vallhund,3,3,1,3,3,4,3,4,5,4,3,5,4,4,1,5,4,4,3,3,5,5,2,4,1,3,5,5,3,5,5,Yes,friendly / energetic / watchful,12.5-13.75 inches (male),20-35 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Swedish Vallhund/Swedish Vallhund-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Swedish Vallhund/Swedish Vallhund-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Swedish Vallhund/Swedish Vallhund-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Swedish Vallhund/Swedish Vallhund-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Swedish Vallhund/Swedish Vallhund-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Swedish Vallhund/Swedish Vallhund-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Swedish Vallhund/Swedish Vallhund-6.jpg
Taiwan Dog,3,3,2,3,2,4,4,3,4,3,4,2,3,3,3,4,4,3,3,4,4,4,3,4,3,4,4,4,3,4,4,Yes,loyal / intelligent / versatile,17-20 inches,26-40 pounds,9-13 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Taiwan Dog/Taiwan Dog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Taiwan Dog/Taiwan Dog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Taiwan Dog/Taiwan Dog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Taiwan Dog/Taiwan Dog-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Taiwan Dog/Taiwan Dog-4.jpg
Tamaskan Dog,3,3,2,5,2,5,2,4,5,5,3,4,4,5,1,5,4,2,4,4,4,4,4,5,3,5,5,5,5,5,5,No,"Intelligent, Active, Loyal",24-30 inches (male),50-120 pounds (male),12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tamaskan Dog/Tamaskan Dog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tamaskan Dog/Tamaskan Dog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tamaskan Dog/Tamaskan Dog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tamaskan Dog/Tamaskan Dog-3.jpg
Teddy Roosevelt Terrier,4,5,4,4,3,1,4,4,4,5,3,4,3,4,1,5,4,3,2,4,5,4,2,4,4,4,5,5,4,4,5,Yes,intelligent / playful / versatile,8-14 inches,8-25 pounds,14-16 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Teddy Roosevelt Terrier/Teddy Roosevelt Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Teddy Roosevelt Terrier/Teddy Roosevelt Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Teddy Roosevelt Terrier/Teddy Roosevelt Terrier-2.jpg
Terripoo,3,5,5,2,1,3,4,4,5,4,3,3,2,1,1,3,3,3,1,4,4,5,2,4,3,3,4,5,3,4,5,No,"Affectionate, Intelligent, Playful",10-15 inches,10-25 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Terripoo/Terripoo-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Terripoo/Terripoo-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Terripoo/Terripoo-2.jpg
Texas Heeler,3,2,3,3,3,4,3,3,4,3,3,3,3,4,2,3,3,5,3,4,3,5,4,3,2,4,4,5,3,5,4,No,"Intelligent, Energetic, Loyal",17-20 inches,30-50 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Texas Heeler/Texas Heeler-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Texas Heeler/Texas Heeler-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Texas Heeler/Texas Heeler-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Texas Heeler/Texas Heeler-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Texas Heeler/Texas Heeler-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Texas Heeler/Texas Heeler-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Texas Heeler/Texas Heeler-6.jpg
Thai Ridgeback,3,2,2,2,2,4,3,3,3,2,3,3,3,3,2,4,4,3,3,3,2,4,2,4,2,4,4,4,4,4,3,No,"Loyal, Intelligent, Protective",20-24 inches (male),35-75 pounds (male),12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Thai Ridgeback/Thai Ridgeback-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Thai Ridgeback/Thai Ridgeback-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Thai Ridgeback/Thai Ridgeback-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Thai Ridgeback/Thai Ridgeback-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Thai Ridgeback/Thai Ridgeback-4.jpg
Tibetan Mastiff,3,1,1,5,1,5,2,4,5,5,5,2,3,2,2,4,3,4,5,3,1,5,5,3,2,3,3,4,2,2,5,Yes,reserved / independent / intelligent,minimum 26 inches (male),90-150 pounds (male),10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Mastiff/Tibetan Mastiff-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Mastiff/Tibetan Mastiff-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Mastiff/Tibetan Mastiff-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Mastiff/Tibetan Mastiff-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Mastiff/Tibetan Mastiff-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Mastiff/Tibetan Mastiff-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Mastiff/Tibetan Mastiff-6.jpg
Tibetan Spaniel,3,5,4,5,1,1,2,4,5,5,4,3,3,3,1,4,5,3,1,4,4,4,3,3,4,3,4,3,3,4,4,Yes,playful / bright / self-confident,10 inches,9-15 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Spaniel/Tibetan Spaniel-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Spaniel/Tibetan Spaniel-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Spaniel/Tibetan Spaniel-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Spaniel/Tibetan Spaniel-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Spaniel/Tibetan Spaniel-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Spaniel/Tibetan Spaniel-5.jpg
Tibetan Terrier,4,5,3,4,1,4,4,4,5,5,4,3,2,1,1,1,5,3,2,3,4,4,2,2,4,3,5,5,4,5,5,Yes,loyal / affectionate / sensitive,14-17 inches,18-30 pounds (male),15-16 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Terrier/Tibetan Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Terrier/Tibetan Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Terrier/Tibetan Terrier-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Terrier/Tibetan Terrier-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tibetan Terrier/Tibetan Terrier-4.jpg
Tornjak,2,1,2,3,1,5,2,3,4,4,2,2,4,3,4,4,4,4,3,3,4,5,3,4,1,3,4,4,2,4,5,Yes,intelligent / friendly / courageous,23-28 inches,62-110 pounds,12-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tornjak/Tornjak-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tornjak/Tornjak-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tornjak/Tornjak-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tornjak/Tornjak-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tornjak/Tornjak-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Tornjak/Tornjak-5.jpg
